car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,name,year,brand,fuel,seller_type,transmission,owner,price_category,mileage_category,age_category,price_category_encoded,mileage_category_encoded,age_category_encoded,log_price
10,40000,1,0,0,0,9,450000,Honda City i DTec SV,2014,Honda,Diesel,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.017002861746503
9,52517,1,0,0,0,27,790000,Volkswagen Jetta 2.0L TDI Highline,2015,Volkswagen,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.579788224443204
5,20000,1,1,0,0,17,900000,Mahindra Marazzo M2 8Str,2019,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.710150042306449
10,99117,1,0,0,0,8,450000,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Ford,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
15,90000,4,1,0,0,3,135000,Chevrolet Spark 1.0 LS,2009,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.813030057420567
5,3700,4,1,0,0,18,425000,Maruti Celerio ZXI MT BSIV,2019,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.959844447906553
14,80000,1,1,0,0,25,100000,Tata Indica Vista Terra 1.4 TDI,2010,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.512925464970229
9,100000,1,1,0,1,8,650000,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,Ford,Diesel,Individual,Manual,Second Owner,Premium,Medium,Old,2,1,2,13.38472764187182
13,54000,1,1,0,0,25,90000,Tata Indica Vista Aqua 1.4 TDI,2011,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.407564949312402
7,19000,4,1,0,0,10,250000,Hyundai EON Era Plus,2017,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.429216196844383
10,120000,1,1,0,0,18,300000,Maruti Swift Dzire VDI,2014,Maruti,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.611537753638338
10,30000,4,1,0,0,18,275000,Maruti Wagon R VXI BS IV,2014,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.524526376648708
7,43500,4,1,0,0,9,600000,Honda BRV i-VTEC V MT,2017,Honda,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
8,60000,4,1,0,1,23,270000,Renault KWID RXT,2016,Renault,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.506177237980511
8,70000,4,1,0,1,23,240000,Renault KWID RXT Optional,2016,Renault,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.388394202324129
8,20000,4,1,0,0,23,350000,Renault KWID 1.0 RXT Optional,2016,Renault,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
26,60000,4,0,0,2,18,65000,Maruti Omni 5 Str STD,1998,Maruti,Petrol,Dealer,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,11.082142548877775
9,58000,1,1,0,0,18,650000,Maruti Swift Dzire VDI,2015,Maruti,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.38472764187182
10,40000,4,0,0,0,18,350000,Maruti Wagon R LX BS IV,2014,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
19,70000,4,1,0,1,18,75000,Maruti Wagon R LXI,2005,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.225243392518447
12,70000,1,0,0,0,10,440000,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,Hyundai,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.994530005894443
11,60000,4,1,0,0,10,270000,Hyundai Santro Xing GLS,2013,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.506177237980511
10,135000,1,0,0,0,26,1150000,Toyota Innova 2.5 V Diesel 7-seater,2014,Toyota,Diesel,Dealer,Manual,First Owner,Luxury,High,Old,3,2,2,13.955272500339433
9,70000,4,0,0,0,18,238000,Maruti Omni 8 Seater BSII,2015,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.380025952653611
11,40000,4,1,1,1,19,1100000,Mercedes-Benz B Class B180 Sports,2013,Mercedes-Benz,Petrol,Individual,Automatic,Second Owner,Luxury,Low,Old,3,0,2,13.9108207377686
9,75000,1,0,0,1,17,1200000,Mahindra XUV500 W10 2WD,2015,Mahindra,Diesel,Dealer,Manual,Second Owner,Luxury,Medium,Old,3,1,2,13.997832114758229
14,150000,1,1,0,0,24,260000,Skoda Fabia 1.2L Diesel Ambiente,2010,Skoda,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,12.468436909997665
12,140000,1,1,0,2,26,350000,Toyota Etios VD,2012,Toyota,Diesel,Individual,Manual,Third Owner,Mid-Range,High,Old,1,2,2,12.765688433465597
9,70000,1,1,0,0,26,480000,Toyota Etios Liva VD,2015,Toyota,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.081541382884074
12,137250,1,1,0,1,26,345000,Toyota Etios Liva GD,2012,Toyota,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.751299696013497
11,110000,1,1,0,1,17,500000,Mahindra Scorpio M2DI,2013,Mahindra,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,13.122363377404328
7,27000,4,0,0,0,10,595000,Hyundai Grand i10 Asta Option,2017,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.296316684527767
5,9000,1,0,0,0,10,1295000,Hyundai Verna CRDi 1.6 SX Option,2019,Hyundai,Diesel,Dealer,Manual,First Owner,Luxury,Low,Recent,3,0,1,14.074021253115776
5,5400,1,0,0,4,27,1350000,Volkswagen Vento 1.5 TDI Highline BSIV,2019,Volkswagen,Diesel,Dealer,Manual,Test Drive Car,Luxury,Low,Recent,3,0,1,14.115615150414612
4,1000,4,0,0,4,23,541000,Renault KWID Climber 1.0 MT Opt BSIV,2020,Renault,Petrol,Dealer,Manual,Test Drive Car,Mid-Range,Low,Recent,1,0,1,13.201174557828619
6,16000,4,0,0,0,10,515000,Hyundai Santro Asta,2018,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.151922179645874
5,13000,1,0,0,4,8,894999,Ford Figo Aspire Titanium Plus Diesel,2019,Ford,Diesel,Dealer,Manual,Test Drive Car,Premium,Low,Recent,2,0,1,13.704577879937933
12,47000,1,0,0,0,23,325000,Renault Pulse RxZ Optional,2012,Renault,Diesel,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.691580461311874
6,22000,4,1,0,0,18,925000,Maruti Ciaz 1.4 Alpha,2018,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.737549016494562
7,30000,4,1,0,0,21,844999,Nissan Terrano XL P,2017,Nissan,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.647090722906658
6,20000,4,1,0,0,18,925000,Maruti Ciaz 1.4 Alpha,2018,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.737549016494562
11,60000,1,1,0,0,25,300000,Tata Manza Club Class Quadrajet90 LX,2013,Tata,Diesel,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,12.611537753638338
16,75000,4,1,0,1,26,650000,Toyota Camry M/t,2008,Toyota,Petrol,Individual,Manual,Second Owner,Premium,Medium,Very Old,2,1,3,13.38472764187182
14,64000,4,0,0,0,18,175000,Maruti Alto K10 LXI,2010,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.072541252905651
9,80000,1,1,0,0,18,325000,Maruti SX4 S Cross DDiS 320 Delta,2015,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.691580461311874
7,90000,1,1,0,0,23,600000,Renault Duster 85PS Diesel RxZ,2017,Renault,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,13.304684934198283
6,30000,4,1,0,0,18,700000,Maruti Swift ZXI Plus,2018,Maruti,Petrol,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
21,120000,4,1,1,1,26,95000,Toyota Corolla H3,2003,Toyota,Petrol,Individual,Automatic,Second Owner,Budget,High,Very Old,0,2,3,11.461632170582678
5,20000,4,0,0,0,18,490000,Maruti Celerio ZXI,2019,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.102160670086809
11,100000,1,1,0,0,25,380000,Tata Safari DICOR 2.2 EX 4x2,2013,Tata,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.84792653170257
6,31000,4,0,0,0,10,550000,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.217673557208654
11,47000,4,0,0,0,18,225000,Maruti Alto 800 LXI,2013,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.323855681186558
6,11200,4,1,0,0,25,570000,Tata Nexon 1.2 Revotron XM,2018,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.253391639810733
6,35000,4,0,0,0,18,305000,Maruti Alto 800 LXI,2018,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.628067055589549
14,50000,3,0,0,0,18,240000,Maruti Wagon R Duo Lxi,2010,Maruti,LPG,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.388394202324129
9,55000,1,0,0,0,18,700000,Maruti Ertiga SHVS VDI,2015,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.458835614025542
6,20000,4,0,0,0,18,288000,Maruti Omni E MPI STD BS IV,2018,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Low,Recent,0,0,1,12.570715759118084
7,75000,1,0,0,0,17,800000,Mahindra Bolero B4,2017,Mahindra,Diesel,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.592367006650065
7,93000,4,0,0,0,18,430000,Maruti Celerio VXI,2017,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Recent,1,1,1,12.971540487669746
15,57000,1,0,0,1,3,195000,Chevrolet Beat Diesel LT Option,2009,Chevrolet,Diesel,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.180754837545884
10,30000,4,0,0,0,18,325000,Maruti Eeco Smiles 5 Seater AC,2014,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.691580461311874
11,73000,1,0,0,0,23,450000,Renault Duster 85PS Diesel RxE,2013,Renault,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
8,65000,1,0,0,0,18,630000,Maruti Swift Dzire VDI,2016,Maruti,Diesel,Dealer,Manual,First Owner,Premium,Medium,Old,2,1,2,13.353475098367715
15,62000,4,0,0,1,18,250000,Maruti Swift 1.3 VXi,2009,Maruti,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.429216196844383
17,85000,4,0,0,0,10,135000,Hyundai Santro GLS I - Euro II,2007,Hyundai,Petrol,Dealer,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.813030057420567
14,73000,4,1,0,0,3,110000,Chevrolet Spark 1.0 PS,2010,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Medium,Old,0,1,2,11.608235644774552
12,55000,1,0,0,0,18,350000,Maruti Swift ZDi,2012,Maruti,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
8,5800,4,1,0,1,18,240000,Maruti Omni E MPI STD BS IV,2016,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.388394202324129
15,350000,1,1,0,0,26,350000,Toyota Innova 2.5 V Diesel 8-seater,2009,Toyota,Diesel,Individual,Manual,First Owner,Mid-Range,Very High,Old,1,3,2,12.765688433465597
6,30000,4,1,0,0,18,600000,Maruti Swift ZXI Plus,2018,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
6,20000,1,1,0,0,18,750000,Maruti Swift Dzire VDI,2018,Maruti,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.527828485512494
6,20000,4,1,0,0,10,270000,Hyundai EON Era Plus,2018,Hyundai,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.506177237980511
17,100000,4,1,0,1,18,90000,Maruti Alto LXi,2007,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.407564949312402
11,65000,4,1,0,0,18,350000,Maruti Wagon R Stingray VXI,2013,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,12.765688433465597
11,90000,1,1,0,1,8,285000,Ford Figo Diesel Celebration Edition,2013,Ford,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.560244459250788
13,267000,1,1,0,1,26,665000,Toyota Innova 2.5 E Diesel MS 7-seater,2011,Toyota,Diesel,Individual,Manual,Second Owner,Premium,Very High,Old,2,3,2,13.407542319637992
19,250000,1,1,0,1,17,175000,Mahindra Scorpio 2.6 CRDe,2005,Mahindra,Diesel,Individual,Manual,Second Owner,Budget,Very High,Very Old,0,3,3,12.072541252905651
13,140000,1,1,0,1,17,350000,Mahindra Xylo D2,2011,Mahindra,Diesel,Individual,Manual,Second Owner,Mid-Range,High,Old,1,2,2,12.765688433465597
6,22000,4,0,1,0,9,1225000,Honda City i-VTEC CVT ZX,2018,Honda,Petrol,Dealer,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.018451401960965
14,60000,4,0,0,1,9,285000,Honda Jazz Select Edition Active,2010,Honda,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.560244459250788
6,28635,4,0,0,0,9,1000000,Honda City i-VTEC VX,2018,Honda,Petrol,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.815510557964274
6,32114,1,0,0,0,9,780000,Honda Amaze VX Diesel BSIV,2018,Honda,Diesel,Dealer,Manual,First Owner,Premium,Low,Recent,2,0,1,13.567049198665774
10,82000,4,0,0,1,18,300000,Maruti Celerio VXI,2014,Maruti,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.611537753638338
18,95149,4,0,0,1,18,160000,Maruti Swift VXI BSIII,2006,Maruti,Petrol,Dealer,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.982929094215963
6,68458,4,0,0,0,9,625000,Honda Amaze VX i-VTEC,2018,Honda,Petrol,Dealer,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.345506928718539
14,42000,4,1,0,0,18,265000,Maruti Ritz VXi,2010,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.487485104968359
10,90000,1,1,0,1,9,515000,Honda City i DTEC V,2014,Honda,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.151922179645874
8,100000,1,1,0,0,10,650000,Hyundai i20 Active 1.4 SX,2016,Hyundai,Diesel,Individual,Manual,First Owner,Premium,Medium,Old,2,1,2,13.38472764187182
7,80000,1,1,0,0,17,650000,Mahindra TUV 300 T8,2017,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Medium,Recent,2,1,1,13.38472764187182
14,105546,4,1,0,0,10,150000,Hyundai Getz 1.3 GLS,2010,Hyundai,Petrol,Individual,Manual,First Owner,Budget,High,Old,0,2,2,11.918390573078392
6,10000,4,1,0,0,26,500000,Toyota Etios Liva 1.2 V,2018,Toyota,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.122363377404328
12,80000,1,1,0,1,26,1000000,Toyota Innova 2.5 GX 7 STR BSIV,2012,Toyota,Diesel,Individual,Manual,Second Owner,Premium,Medium,Old,2,1,2,13.815510557964274
11,35000,4,1,0,0,10,340000,Hyundai i20 Magna Optional 1.2,2013,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.736700896592344
11,120000,1,1,0,0,26,1010000,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,Toyota,Diesel,Individual,Manual,First Owner,Luxury,High,Old,3,2,2,13.825460888817442
13,120000,1,1,0,2,26,350000,Toyota Etios GD,2011,Toyota,Diesel,Individual,Manual,Third Owner,Mid-Range,High,Old,1,2,2,12.765688433465597
8,70000,1,1,0,0,18,595000,Maruti Swift VDI BSIV,2016,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.296316684527767
10,130000,1,1,0,2,17,700000,Mahindra Scorpio VLX 2WD BSIV,2014,Mahindra,Diesel,Individual,Manual,Third Owner,Premium,High,Old,2,2,2,13.458835614025542
5,40000,4,1,0,0,23,265000,Renault KWID RXL,2019,Renault,Petrol,Individual,Manual,First Owner,Budget,Low,Recent,0,0,1,12.487485104968359
9,60000,4,1,0,1,18,320000,Maruti Alto K10 VXI,2015,Maruti,Petrol,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,12.676076274775909
13,110000,4,1,0,0,9,310000,Honda City 1.5 S MT,2011,Honda,Petrol,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,12.644327576461329
10,130000,1,1,0,0,9,700000,Honda City i DTEC VX,2014,Honda,Diesel,Individual,Manual,First Owner,Premium,High,Old,2,2,2,13.458835614025542
15,80000,4,1,0,1,18,130000,Maruti Alto LXi BSIII,2009,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.77528972943772
15,120000,1,1,0,1,18,150000,Maruti Swift Dzire VDi,2009,Maruti,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.918390573078392
9,104000,1,1,0,1,9,300000,Honda Amaze E i-Dtech,2015,Honda,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.611537753638338
13,100000,4,1,0,1,18,150000,Maruti Swift Dzire LXi,2011,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.918390573078392
21,132343,4,1,0,1,9,120000,Honda City 1.3 EXI,2003,Honda,Petrol,Individual,Manual,Second Owner,Budget,High,Very Old,0,2,3,11.695247021764184
8,90000,1,1,0,1,10,950000,Hyundai Creta 1.4 CRDi S Plus,2016,Hyundai,Diesel,Individual,Manual,Second Owner,Premium,Medium,Old,2,1,2,13.764217263576723
17,60000,4,1,0,1,18,100000,Maruti Wagon R VXI BS IV,2007,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Very Old,0,1,3,11.512925464970229
9,76000,1,1,0,0,9,450000,Honda Jazz 1.5 SV i DTEC,2015,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.017002861746503
20,60000,4,1,0,2,18,30000,Maruti 800 EX,2004,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Very Old,0,1,3,10.308952660644293
15,30000,4,1,0,1,17,200000,Mahindra Renault Logan 1.6 Petrol GLSX,2009,Mahindra,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.206072645530174
14,96000,1,1,0,1,25,250000,Tata Indigo LS,2010,Tata,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.429216196844383
9,26134,4,0,0,0,18,280000,Maruti Alto VXi,2015,Maruti,Petrol,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.542544882151386
13,52895,1,0,0,0,18,260000,Maruti Ritz VDi,2011,Maruti,Diesel,Dealer,Manual,First Owner,Budget,Medium,Old,0,1,2,12.468436909997665
11,42324,1,0,0,1,10,550000,Hyundai Verna SX Diesel,2013,Hyundai,Diesel,Dealer,Manual,Second Owner,Mid-Range,Low,Old,1,0,2,13.217673557208654
8,65000,1,0,0,0,17,1044999,Mahindra XUV500 W10 1.99 mHawk,2016,Mahindra,Diesel,Dealer,Manual,First Owner,Luxury,Medium,Old,3,1,2,13.85952648644279
12,60236,1,0,0,0,17,550000,Mahindra Scorpio EX,2012,Mahindra,Diesel,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.217673557208654
10,70000,4,1,0,1,18,210000,Maruti Wagon R VXI BS IV,2014,Maruti,Petrol,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.254862809699606
10,70000,4,1,0,2,18,210000,Maruti Wagon R VXI BS IV,2014,Maruti,Petrol,Individual,Manual,Third Owner,Budget,Medium,Old,0,1,2,12.254862809699606
15,100000,1,1,0,1,17,290000,Mahindra Xylo E8,2009,Mahindra,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,12.577636201962656
16,110000,1,1,0,0,6,250999,Fiat 500 Lounge,2008,Fiat,Diesel,Individual,Manual,First Owner,Budget,High,Very Old,0,2,3,12.43320423404224
5,10300,4,1,0,0,23,600000,Renault Triber RXT BSIV,2019,Renault,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
10,120000,1,1,0,1,6,270000,Fiat Grande Punto EVO 1.3 Active,2014,Fiat,Diesel,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,12.506177237980511
12,142000,1,1,0,0,25,550000,Tata New Safari 4X4 EX,2012,Tata,Diesel,Individual,Manual,First Owner,Mid-Range,High,Old,1,2,2,13.217673557208654
7,25000,1,1,0,0,17,800000,Mahindra TUV 300 mHAWK100 T8,2017,Mahindra,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.592367006650065
4,5000,4,1,0,0,25,500000,Tata Altroz XE,2020,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.122363377404328
8,28643,4,0,0,0,10,396000,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.889169490236618
10,50000,1,1,0,0,9,600000,Honda City i DTEC VX,2014,Honda,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.304684934198283
5,30000,4,0,0,0,18,575000,Maruti Wagon R ZXI 1.2,2019,Maruti,Petrol,Dealer,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.262125319779487
4,5000,4,1,0,0,10,520000,Hyundai Santro Sportz BSIV,2020,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.16158409055761
6,30000,1,1,1,0,17,1400000,Mahindra XUV500 AT W10 FWD,2018,Mahindra,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.151982794585487
6,7600,4,1,1,0,18,600000,Maruti Baleno Delta Automatic,2018,Maruti,Petrol,Individual,Automatic,First Owner,Mid-Range,Low,Recent,1,0,1,13.304684934198283
11,47253,1,0,0,0,3,195000,Chevrolet Beat Diesel LS,2013,Chevrolet,Diesel,Dealer,Manual,First Owner,Budget,Low,Old,0,0,2,12.180754837545884
9,4432,4,0,1,1,18,281000,Maruti Alto K10 VXI AGS,2015,Maruti,Petrol,Dealer,Automatic,Second Owner,Budget,Low,Old,0,0,2,12.546109948315882
14,110000,4,1,0,1,25,75000,Tata Indica GLS BS IV,2010,Tata,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.225243392518447
10,25000,4,1,0,0,10,400000,Hyundai Grand i10 Sportz,2014,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.89921982609012
15,70000,1,1,0,1,25,93000,Tata Indica Vista Terra 1.4 TDI,2009,Tata,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.440354772135393
8,68523,4,0,0,0,10,560000,Hyundai i20 Active S Petrol,2016,Hyundai,Petrol,Dealer,Manual,First Owner,Mid-Range,Medium,Old,1,1,2,13.235692062711331
5,5000,4,1,0,0,10,400000,Hyundai EON 1.0 Era Plus,2019,Hyundai,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,12.89921982609012
6,40000,4,1,0,0,25,459999,Tata Tigor 1.2 Revotron XT,2018,Tata,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.038979594549872
7,43000,1,1,0,0,10,450000,Hyundai Xcent 1.2 CRDi E,2017,Hyundai,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Recent,1,0,1,13.017002861746503
14,80251,0,0,0,1,18,88000,Maruti Alto Green LXi (CNG),2010,Maruti,CNG,Dealer,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.385092093460344
14,34500,4,1,0,1,10,250000,Hyundai i20 1.2 Era,2010,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,Low,Old,0,0,2,12.429216196844383
24,42743,4,0,0,2,8,22000,Ford Ikon 1.4 ZXi,2000,Ford,Petrol,Dealer,Manual,Third Owner,Budget,Low,Very Old,0,0,3,9.998797732340453
11,93900,1,1,0,1,3,130000,Chevrolet Beat Diesel LS,2013,Chevrolet,Diesel,Individual,Manual,Second Owner,Budget,Medium,Old,0,1,2,11.77528972943772
20,80000,4,1,0,0,18,79000,Maruti Zen VXi - BS III,2004,Maruti,Petrol,Individual,Manual,First Owner,Budget,Medium,Very Old,0,1,3,11.27720313144916
12,110000,1,1,0,0,3,120000,Chevrolet Beat Diesel LS,2012,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,High,Old,0,2,2,11.695247021764184
13,100000,1,1,1,1,2,1700000,BMW 7 Series 730Ld,2011,BMW,Diesel,Individual,Automatic,Second Owner,Luxury,Medium,Old,3,1,2,14.346138809026444
12,25000,1,1,0,0,3,300000,Chevrolet Optra Magnum 2.0 LT,2012,Chevrolet,Diesel,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.611537753638338
15,25000,4,1,0,0,18,145000,Maruti A-Star Lxi,2009,Maruti,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,11.884489021402711
5,20000,1,1,1,0,8,3200000,Ford Endeavour 3.2 Titanium AT 4X4,2019,Ford,Diesel,Individual,Automatic,First Owner,Luxury,Low,Recent,3,0,1,14.978661367769956
11,10000,4,1,0,0,3,240000,Chevrolet Spark 1.0 LT,2013,Chevrolet,Petrol,Individual,Manual,First Owner,Budget,Low,Old,0,0,2,12.388394202324129
6,30000,1,1,0,0,9,700000,Honda WR-V i-DTEC VX,2018,Honda,Diesel,Individual,Manual,First Owner,Premium,Low,Recent,2,0,1,13.458835614025542
14,110000,4,1,0,1,10,145000,Hyundai Accent GLX,2010,Hyundai,Petrol,Individual,Manual,Second Owner,Budget,High,Old,0,2,2,11.884489021402711
10,80000,1,1,0,1,18,535000,Maruti Ertiga VDI Limited Edition,2014,Maruti,Diesel,Individual,Manual,Second Owner,Mid-Range,Medium,Old,1,1,2,13.190022025878143
8,21000,4,1,0,0,17,420000,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,Mahindra,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.948009990259552
8,20000,4,1,0,0,18,350000,Maruti Alto K10 VXI,2016,Maruti,Petrol,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,12.765688433465597
9,32000,1,1,0,0,18,550000,Maruti Swift VDI BSIV,2015,Maruti,Diesel,Individual,Manual,First Owner,Mid-Range,Low,Old,1,0,2,13.217673557208654
