name,selling_price,car_age,km_driven,brand,fuel,transmission,owner,cluster_kmeans,cluster_dbscan,high_risk
Mahindra Quanto C8,365000,11,82082,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 Sportz,400000,10,48000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai EON D Lite Plus,250000,9,30000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Verna SX CRDi AT,465000,12,70070,Hyundai,Diesel,Automatic,First Owner,3,-1,0
Renault KWID RXT,300000,7,10000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire ZXI 1.2 BS IV,655000,6,25000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI CNG,350000,8,30000,Maruti,CNG,Manual,Second Owner,0,-1,0
Hyundai i10 Sportz 1.2 AT,500000,9,50000,Hyundai,Petrol,Automatic,First Owner,3,5,0
Hyundai Grand i10 AT Asta,465000,9,63063,Hyundai,Petrol,Automatic,First Owner,3,5,0
Maruti Swift VDi BSIII W/ ABS,263000,16,70000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Omni MPI STD BSIV,250000,12,90000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Accent GLE 1,60000,25,90000,Hyundai,Petrol,Manual,Fourth & Above Owner,1,16,0
Hyundai Getz GLX,70000,19,90000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Honda WR-V i-DTEC VX,650000,7,140000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai i20 Asta 1.4 CRDi,370000,10,80000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Maruti Swift VDI Optional,509999,8,40000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Zen Estilo VXI BSIV,280000,13,33000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti A-Star Vxi,180000,14,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Ecosport 1.5 Petrol Ambiente,650000,7,6000,Ford,Petrol,Manual,First Owner,2,0,0
Hyundai Verna SX Diesel,200000,14,78000,Hyundai,Diesel,Manual,Second Owner,1,2,0
Hyundai Verna SX Diesel,210000,13,72000,Hyundai,Diesel,Manual,Third Owner,1,7,0
Tata Nano Cx BSIV,75000,13,9528,Tata,Petrol,Manual,First Owner,2,0,0
Toyota Innova 2.5 G (Diesel) 8 Seater,450000,13,135200,Toyota,Diesel,Manual,First Owner,0,1,0
Hyundai i20 1.2 Sportz,220000,13,58000,Hyundai,Petrol,Manual,Second Owner,1,3,0
Hyundai i20 Magna 1.4 CRDi (Diesel),325000,11,78000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Tata Zest Revotron 1.2T XE,450000,6,45000,Tata,Petrol,Manual,First Owner,2,0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,825000,7,35000,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai Accent GLS,125000,17,76000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Mahindra Xylo D2 BS IV,434999,9,100000,Mahindra,Diesel,Manual,Third Owner,1,7,0
Mahindra Scorpio SLE BSIV,484999,13,99000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Maruti Ritz VDi,175000,15,80000,Maruti,Diesel,Manual,Third Owner,1,7,0
Honda Civic 1.8 S MT,220000,18,120000,Honda,Petrol,Manual,Third Owner,1,6,1
Honda BR-V i-VTEC VX MT,1250000,4,1100,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Omni E MPI STD BS IV,215000,7,34000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 W6 2WD,625000,10,68000,Mahindra,Diesel,Manual,First Owner,0,1,0
Ford EcoSport 1.5 Diesel Titanium BSIV,615000,6,15000,Ford,Diesel,Manual,First Owner,0,1,0
Chevrolet Beat Diesel PS,130000,12,58000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Tata Indigo CS eLX BS IV,175000,11,50300,Tata,Diesel,Manual,First Owner,0,1,0
Tata Indigo CR4,150000,13,70000,Tata,Diesel,Manual,Second Owner,0,2,0
Tata Indica Vista TDI LS,195000,13,60000,Tata,Diesel,Manual,Third Owner,1,7,0
Maruti Ertiga 1.5 VDI,550000,4,90000,Maruti,Diesel,Manual,First Owner,0,-1,0
Isuzu D-Max V-Cross Standard,1500000,6,40000,Isuzu,Diesel,Manual,First Owner,0,1,0
Skoda Superb 1.8 TFSI MT,400000,14,80000,Skoda,Petrol,Manual,Second Owner,1,3,0
Nissan Kicks XV Premium D BSIV,1350000,5,15000,Nissan,Diesel,Manual,First Owner,0,1,0
Maruti Swift 1.2 DLX,217000,9,45000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift VDI BSIV,290000,13,130000,Maruti,Diesel,Manual,Second Owner,1,2,0
Mahindra Bolero Power Plus SLX,700000,6,80000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Alto 800 Base,175000,10,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,575000,7,80000,Volkswagen,Diesel,Manual,First Owner,0,1,0
Maruti Ritz LDi,380000,8,100000,Maruti,Diesel,Manual,Second Owner,0,2,0
Mahindra Xylo D4 BSIV,350000,11,151624,Mahindra,Diesel,Manual,Second Owner,0,2,0
Renault Duster 85PS Diesel RxL Optional,450000,12,160000,Renault,Diesel,Manual,First Owner,0,1,0
Hyundai Santro AT CNG,130000,19,110000,Hyundai,CNG,Manual,Second Owner,1,-1,1
Maruti Swift VDI BSIV,320000,9,74820,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 W6 2WD,550000,10,82000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI BS IV,370000,9,50000,Maruti,Petrol,Manual,Second Owner,2,3,0
Chevrolet Beat LT,114999,14,70000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Ford Ecosport Sports Petrol,1100000,4,1000,Ford,Petrol,Manual,First Owner,2,0,0
Hyundai Tucson CRDi,170000,18,170000,Hyundai,Diesel,Manual,First Owner,1,-1,1
Tata Indigo TDI,80000,16,150000,Tata,Diesel,Manual,Third Owner,1,7,1
Ford EcoSport 1.5 Diesel Titanium BSIV,950000,5,17000,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire VDI,425000,10,150000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai i20 Asta Option 1.4 CRDi,500000,9,80000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Santro Xing XG eRLX Euro III,70000,19,170000,Hyundai,Petrol,Manual,Third Owner,1,-1,1
Honda Amaze S i-Dtech,349000,11,120000,Honda,Diesel,Manual,First Owner,0,1,0
Hyundai i20 1.2 Sportz,330000,12,90000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Hyundai Santro Xing GLS,120000,14,90000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Hyundai Verna 1.6 SX CRDi (O),430000,11,100000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Maruti Swift VDI BSIV,390000,10,90000,Maruti,Diesel,Manual,First Owner,0,1,0
Nissan Micra Diesel XV Primo,225000,12,129000,Nissan,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio VLS AT 2.2 mHAWK,350000,14,186000,Mahindra,Diesel,Automatic,Second Owner,3,-1,0
Tata Sumo LX,100000,15,66778,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era Plus,190000,10,50000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai i20 Sportz 1.4 CRDi,315000,10,110000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Hyundai Grand i10 CRDi Magna,300000,9,60000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Renault KWID RXT,280000,8,40000,Renault,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.2 Revotron XZ,539000,6,10000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Celerio ZXI,420000,7,50000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Omni E 8 Str STD,85000,23,70000,Maruti,Petrol,Manual,Third Owner,1,6,0
OpelCorsa 1.6Gls,142000,20,73000,OpelCorsa,Petrol,Manual,Fourth & Above Owner,1,9,0
Hyundai EON D Lite,180000,10,76000,Hyundai,Petrol,Manual,Second Owner,2,3,0
Chevrolet Tavera Neo 3 Max 9 Str BSIII,400000,10,120000,Chevrolet,Diesel,Manual,Second Owner,0,2,0
Mahindra Scorpio VLX 2WD ABS AT BSIII,360000,15,170000,Mahindra,Diesel,Automatic,Third Owner,1,-1,0
Hyundai Santro Xing XG,85000,21,110000,Hyundai,Petrol,Manual,Second Owner,1,3,1
Honda Brio 1.2 S MT,350000,8,63400,Honda,Petrol,Manual,First Owner,2,0,0
Datsun GO Plus T BSIV,380000,9,25000,Datsun,Petrol,Manual,First Owner,2,0,0
Hyundai i10 Era,140000,15,80000,Hyundai,Petrol,Manual,Third Owner,1,6,0
Maruti Wagon R VXI BS IV,200000,12,90000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Santro Xing GL,150000,13,157000,Hyundai,Petrol,Manual,First Owner,1,-1,0
Mahindra Bolero SLX 2WD,300000,17,100000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Renault KWID RXT,280000,7,50000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Alto K10 2010-2014 VXI,200000,13,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,110000,15,38500,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Hyundai i10 Magna,140000,16,103921,Hyundai,Petrol,Manual,Second Owner,1,3,1
Honda City i-VTEC VX,1150000,6,14825,Honda,Petrol,Manual,First Owner,2,0,0
Honda BR-V i-DTEC VX MT,910000,8,43377,Honda,Diesel,Manual,First Owner,0,1,0
Ford Figo Diesel Titanium,160000,14,102307,Ford,Diesel,Manual,First Owner,0,1,0
Maruti Zen LX,105000,20,79000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Wagon R LXI,70000,20,90000,Maruti,Petrol,Manual,Fourth & Above Owner,1,9,0
Chevrolet Beat Diesel,160000,12,110000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Chevrolet Sail Hatchback LT ABS,225000,11,80000,Chevrolet,Diesel,Manual,First Owner,0,1,0
Honda City 1.3 EXI,145000,22,100000,Honda,Petrol,Manual,First Owner,1,-1,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,6,20000,Ford,Diesel,Manual,First Owner,0,1,0
Hyundai Getz 1.5 CRDi GVS,110000,16,154000,Hyundai,Diesel,Manual,Third Owner,1,7,1
Renault Lodgy Stepway 85PS RXZ 8S,650000,7,40000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Swift VXI,550000,5,51000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Alto LX BSIII,85000,16,120000,Maruti,Petrol,Manual,Second Owner,1,3,1
Toyota Etios 1.5 V,509999,8,35000,Toyota,Petrol,Manual,First Owner,2,0,0
Maruti Baleno Alpha 1.3,650000,7,70000,Maruti,Diesel,Manual,First Owner,0,1,0
Chevrolet Spark 1.0 LS,140000,13,60000,Chevrolet,Petrol,Manual,Second Owner,1,3,0
Maruti Alto LXi,150000,13,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Datsun GO Plus A Option Petrol,450000,6,10000,Datsun,Petrol,Manual,Second Owner,2,3,0
Hyundai Accent CRDi,170000,18,245244,Hyundai,Diesel,Manual,Fourth & Above Owner,1,-1,1
Renault KWID 1.0 RXT Optional,400000,7,60000,Renault,Petrol,Manual,First Owner,2,0,0
Tata Tiago 1.2 Revotron XE,300000,8,30000,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 Base,250000,12,8000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Tigor 1.2 Revotron XM,500000,5,10000,Tata,Petrol,Manual,First Owner,2,0,0
Hyundai Accent CRDi,85000,22,100000,Hyundai,Diesel,Manual,Third Owner,1,-1,0
Nissan Sunny Diesel XL,300000,12,110000,Nissan,Diesel,Manual,First Owner,0,1,0
Mahindra XUV500 AT W8 FWD,740000,9,45000,Mahindra,Diesel,Automatic,First Owner,3,10,0
Hyundai Santro Xing XG,70000,19,68500,Hyundai,Petrol,Manual,First Owner,1,0,0
Hyundai Santro Sportz AMT,484999,5,5007,Hyundai,Petrol,Automatic,First Owner,3,5,0
Nissan Micra Active XV S,164000,11,30000,Nissan,Petrol,Manual,First Owner,2,0,0
Honda City 1.5 V AT,140000,16,70000,Honda,Petrol,Automatic,First Owner,3,19,0
Mercedes-Benz E-Class E250 CDI Elegance,999000,13,49600,Mercedes-Benz,Diesel,Automatic,First Owner,3,-1,0
Maruti Alto LXI,56000,19,23000,Maruti,Petrol,Manual,Second Owner,1,3,0
BMW 7 Series 730Ld,1050000,18,30000,BMW,Diesel,Automatic,First Owner,3,-1,0
Hyundai Verna 1.6 VTVT,190000,14,38000,Hyundai,Petrol,Manual,First Owner,2,0,0
Audi Q5 3.0 TDI Quattro Technology,3899000,6,22000,Audi,Diesel,Automatic,First Owner,3,-1,0
Hyundai i10 Sportz 1.2,235000,13,43100,Hyundai,Petrol,Manual,First Owner,2,0,0
Datsun GO Plus T,350000,7,10171,Datsun,Petrol,Manual,First Owner,2,0,0
Renault Duster 110PS Diesel RxL,465000,9,41123,Renault,Diesel,Manual,First Owner,0,1,0
Toyota Camry Hybrid 2.5,1900000,7,20118,Toyota,Petrol,Automatic,First Owner,3,-1,0
Honda City i DTec SV,450000,10,40000,Honda,Diesel,Manual,First Owner,0,1,0
Volkswagen Jetta 2.0L TDI Highline,790000,9,52517,Volkswagen,Diesel,Manual,First Owner,0,1,0
Mahindra Marazzo M2 8Str,900000,5,20000,Mahindra,Diesel,Manual,First Owner,0,1,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,450000,10,99117,Ford,Diesel,Manual,First Owner,0,1,0
Chevrolet Spark 1.0 LS,135000,15,90000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Maruti Celerio ZXI MT BSIV,425000,5,3700,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Indica Vista Terra 1.4 TDI,100000,14,80000,Tata,Diesel,Manual,First Owner,0,1,0
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,9,100000,Ford,Diesel,Manual,Second Owner,0,2,0
Tata Indica Vista Aqua 1.4 TDI,90000,13,54000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era Plus,250000,7,19000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDI,300000,10,120000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI BS IV,275000,10,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Honda BRV i-VTEC V MT,600000,7,43500,Honda,Petrol,Manual,First Owner,2,0,0
Renault KWID RXT,270000,8,60000,Renault,Petrol,Manual,Second Owner,2,3,0
Renault KWID RXT Optional,240000,8,70000,Renault,Petrol,Manual,Second Owner,2,3,0
Renault KWID 1.0 RXT Optional,350000,8,20000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Omni 5 Str STD,65000,26,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Maruti Swift Dzire VDI,650000,9,58000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R LX BS IV,350000,10,40000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R LXI,75000,19,70000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),440000,12,70000,Hyundai,Diesel,Manual,First Owner,0,1,0
Hyundai Santro Xing GLS,270000,11,60000,Hyundai,Petrol,Manual,First Owner,2,0,0
Toyota Innova 2.5 V Diesel 7-seater,1150000,10,135000,Toyota,Diesel,Manual,First Owner,0,1,0
Maruti Omni 8 Seater BSII,238000,9,70000,Maruti,Petrol,Manual,First Owner,2,0,0
Mercedes-Benz B Class B180 Sports,1100000,11,40000,Mercedes-Benz,Petrol,Automatic,Second Owner,3,-1,0
Mahindra XUV500 W10 2WD,1200000,9,75000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Skoda Fabia 1.2L Diesel Ambiente,260000,14,150000,Skoda,Diesel,Manual,First Owner,0,1,0
Toyota Etios VD,350000,12,140000,Toyota,Diesel,Manual,Third Owner,1,7,0
Toyota Etios Liva VD,480000,9,70000,Toyota,Diesel,Manual,First Owner,0,1,0
Toyota Etios Liva GD,345000,12,137250,Toyota,Diesel,Manual,Second Owner,0,2,0
Mahindra Scorpio M2DI,500000,11,110000,Mahindra,Diesel,Manual,Second Owner,0,2,0
Hyundai Grand i10 Asta Option,595000,7,27000,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai Verna CRDi 1.6 SX Option,1295000,5,9000,Hyundai,Diesel,Manual,First Owner,0,1,0
Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5,5400,Volkswagen,Diesel,Manual,Test Drive Car,1,-1,0
Renault KWID Climber 1.0 MT Opt BSIV,541000,4,1000,Renault,Petrol,Manual,Test Drive Car,1,15,0
Hyundai Santro Asta,515000,6,16000,Hyundai,Petrol,Manual,First Owner,2,0,0
Ford Figo Aspire Titanium Plus Diesel,894999,5,13000,Ford,Diesel,Manual,Test Drive Car,1,-1,0
Renault Pulse RxZ Optional,325000,12,47000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Ciaz 1.4 Alpha,925000,6,22000,Maruti,Petrol,Manual,First Owner,2,0,0
Nissan Terrano XL P,844999,7,30000,Nissan,Petrol,Manual,First Owner,2,0,0
Maruti Ciaz 1.4 Alpha,925000,6,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Manza Club Class Quadrajet90 LX,300000,11,60000,Tata,Diesel,Manual,First Owner,0,1,0
Toyota Camry M/t,650000,16,75000,Toyota,Petrol,Manual,Second Owner,1,-1,0
Maruti Alto K10 LXI,175000,14,64000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti SX4 S Cross DDiS 320 Delta,325000,9,80000,Maruti,Diesel,Manual,First Owner,0,1,0
Renault Duster 85PS Diesel RxZ,600000,7,90000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Swift ZXI Plus,700000,6,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Toyota Corolla H3,95000,21,120000,Toyota,Petrol,Automatic,Second Owner,1,-1,1
Maruti Celerio ZXI,490000,5,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Safari DICOR 2.2 EX 4x2,380000,11,100000,Tata,Diesel,Manual,First Owner,0,1,0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,550000,6,31000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI,225000,11,47000,Maruti,Petrol,Manual,First Owner,2,0,0
Tata Nexon 1.2 Revotron XM,570000,6,11200,Tata,Petrol,Manual,First Owner,2,0,0
Maruti Alto 800 LXI,305000,6,35000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Wagon R Duo Lxi,240000,14,50000,Maruti,LPG,Manual,First Owner,2,-1,0
Maruti Ertiga SHVS VDI,700000,9,55000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Omni E MPI STD BS IV,288000,6,20000,Maruti,Petrol,Manual,First Owner,2,0,0
Mahindra Bolero B4,800000,7,75000,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Celerio VXI,430000,7,93000,Maruti,Petrol,Manual,First Owner,2,0,0
Chevrolet Beat Diesel LT Option,195000,15,57000,Chevrolet,Diesel,Manual,Second Owner,1,2,0
Maruti Eeco Smiles 5 Seater AC,325000,10,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Renault Duster 85PS Diesel RxE,450000,11,73000,Renault,Diesel,Manual,First Owner,0,1,0
Maruti Swift Dzire VDI,630000,8,65000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Swift 1.3 VXi,250000,15,62000,Maruti,Petrol,Manual,Second Owner,1,3,0
Hyundai Santro GLS I - Euro II,135000,17,85000,Hyundai,Petrol,Manual,First Owner,1,0,0
Chevrolet Spark 1.0 PS,110000,14,73000,Chevrolet,Petrol,Manual,First Owner,2,0,0
Maruti Swift ZDi,350000,12,55000,Maruti,Diesel,Manual,First Owner,0,1,0
Maruti Omni E MPI STD BS IV,240000,8,5800,Maruti,Petrol,Manual,Second Owner,2,3,0
Toyota Innova 2.5 V Diesel 8-seater,350000,15,350000,Toyota,Diesel,Manual,First Owner,1,-1,0
Maruti Swift ZXI Plus,600000,6,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Swift Dzire VDI,750000,6,20000,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai EON Era Plus,270000,6,20000,Hyundai,Petrol,Manual,First Owner,2,0,0
Maruti Alto LXi,90000,17,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Wagon R Stingray VXI,350000,11,65000,Maruti,Petrol,Manual,First Owner,2,0,0
Ford Figo Diesel Celebration Edition,285000,11,90000,Ford,Diesel,Manual,Second Owner,0,2,0
Toyota Innova 2.5 E Diesel MS 7-seater,665000,13,267000,Toyota,Diesel,Manual,Second Owner,1,-1,0
Mahindra Scorpio 2.6 CRDe,175000,19,250000,Mahindra,Diesel,Manual,Second Owner,1,-1,1
Mahindra Xylo D2,350000,13,140000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Honda City i-VTEC CVT ZX,1225000,6,22000,Honda,Petrol,Automatic,First Owner,3,5,0
Honda Jazz Select Edition Active,285000,14,60000,Honda,Petrol,Manual,Second Owner,1,3,0
Honda City i-VTEC VX,1000000,6,28635,Honda,Petrol,Manual,First Owner,2,0,0
Honda Amaze VX Diesel BSIV,780000,6,32114,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Celerio VXI,300000,10,82000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Swift VXI BSIII,160000,18,95149,Maruti,Petrol,Manual,Second Owner,1,3,0
Honda Amaze VX i-VTEC,625000,6,68458,Honda,Petrol,Manual,First Owner,2,0,0
Maruti Ritz VXi,265000,14,42000,Maruti,Petrol,Manual,First Owner,2,0,0
Honda City i DTEC V,515000,10,90000,Honda,Diesel,Manual,Second Owner,0,2,0
Hyundai i20 Active 1.4 SX,650000,8,100000,Hyundai,Diesel,Manual,First Owner,0,1,0
Mahindra TUV 300 T8,650000,7,80000,Mahindra,Diesel,Manual,First Owner,0,1,0
Hyundai Getz 1.3 GLS,150000,14,105546,Hyundai,Petrol,Manual,First Owner,2,0,0
Toyota Etios Liva 1.2 V,500000,6,10000,Toyota,Petrol,Manual,First Owner,2,0,0
Toyota Innova 2.5 GX 7 STR BSIV,1000000,12,80000,Toyota,Diesel,Manual,Second Owner,0,2,0
Hyundai i20 Magna Optional 1.2,340000,11,35000,Hyundai,Petrol,Manual,First Owner,2,0,0
Toyota Innova 2.5 G (Diesel) 8 Seater,1010000,11,120000,Toyota,Diesel,Manual,First Owner,0,-1,0
Toyota Etios GD,350000,13,120000,Toyota,Diesel,Manual,Third Owner,1,7,0
Maruti Swift VDI BSIV,595000,8,70000,Maruti,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio VLX 2WD BSIV,700000,10,130000,Mahindra,Diesel,Manual,Third Owner,1,7,0
Renault KWID RXL,265000,5,40000,Renault,Petrol,Manual,First Owner,2,0,0
Maruti Alto K10 VXI,320000,9,60000,Maruti,Petrol,Manual,Second Owner,2,3,0
Honda City 1.5 S MT,310000,13,110000,Honda,Petrol,Manual,First Owner,2,0,0
Honda City i DTEC VX,700000,10,130000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Alto LXi BSIII,130000,15,80000,Maruti,Petrol,Manual,Second Owner,1,3,0
Maruti Swift Dzire VDi,150000,15,120000,Maruti,Diesel,Manual,Second Owner,1,2,0
Honda Amaze E i-Dtech,300000,9,104000,Honda,Diesel,Manual,Second Owner,0,2,0
Maruti Swift Dzire LXi,150000,13,100000,Maruti,Petrol,Manual,Second Owner,1,3,0
Honda City 1.3 EXI,120000,21,132343,Honda,Petrol,Manual,Second Owner,1,3,1
Hyundai Creta 1.4 CRDi S Plus,950000,8,90000,Hyundai,Diesel,Manual,Second Owner,0,2,0
Maruti Wagon R VXI BS IV,100000,17,60000,Maruti,Petrol,Manual,Second Owner,1,3,0
Honda Jazz 1.5 SV i DTEC,450000,9,76000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti 800 EX,30000,20,60000,Maruti,Petrol,Manual,Third Owner,1,6,0
Mahindra Renault Logan 1.6 Petrol GLSX,200000,15,30000,Mahindra,Petrol,Manual,Second Owner,1,3,0
Tata Indigo LS,250000,14,96000,Tata,Diesel,Manual,Second Owner,1,2,0
Maruti Alto VXi,280000,9,26134,Maruti,Petrol,Manual,First Owner,2,0,0
Maruti Ritz VDi,260000,13,52895,Maruti,Diesel,Manual,First Owner,0,1,0
Hyundai Verna SX Diesel,550000,11,42324,Hyundai,Diesel,Manual,Second Owner,0,2,0
Mahindra XUV500 W10 1.99 mHawk,1044999,8,65000,Mahindra,Diesel,Manual,First Owner,0,1,0
Mahindra Scorpio EX,550000,12,60236,Mahindra,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R VXI BS IV,210000,10,70000,Maruti,Petrol,Manual,Second Owner,2,3,0
Maruti Wagon R VXI BS IV,210000,10,70000,Maruti,Petrol,Manual,Third Owner,1,6,0
Mahindra Xylo E8,290000,15,100000,Mahindra,Diesel,Manual,Second Owner,1,2,0
Fiat 500 Lounge,250999,16,110000,Fiat,Diesel,Manual,First Owner,0,1,1
Renault Triber RXT BSIV,600000,5,10300,Renault,Petrol,Manual,First Owner,2,0,0
Fiat Grande Punto EVO 1.3 Active,270000,10,120000,Fiat,Diesel,Manual,Second Owner,0,2,0
Tata New Safari 4X4 EX,550000,12,142000,Tata,Diesel,Manual,First Owner,0,1,0
Mahindra TUV 300 mHAWK100 T8,800000,7,25000,Mahindra,Diesel,Manual,First Owner,0,1,0
Tata Altroz XE,500000,4,5000,Tata,Petrol,Manual,First Owner,2,0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,396000,8,28643,Hyundai,Petrol,Manual,First Owner,2,0,0
Honda City i DTEC VX,600000,10,50000,Honda,Diesel,Manual,First Owner,0,1,0
Maruti Wagon R ZXI 1.2,575000,5,30000,Maruti,Petrol,Manual,First Owner,2,0,0
Hyundai Santro Sportz BSIV,520000,4,5000,Hyundai,Petrol,Manual,First Owner,2,0,0
Mahindra XUV500 AT W10 FWD,1400000,6,30000,Mahindra,Diesel,Automatic,First Owner,3,10,0
Maruti Baleno Delta Automatic,600000,6,7600,Maruti,Petrol,Automatic,First Owner,3,5,0
Chevrolet Beat Diesel LS,195000,11,47253,Chevrolet,Diesel,Manual,First Owner,0,1,0
Maruti Alto K10 VXI AGS,281000,9,4432,Maruti,Petrol,Automatic,Second Owner,3,-1,0
Tata Indica GLS BS IV,75000,14,110000,Tata,Petrol,Manual,Second Owner,1,3,0
Hyundai Grand i10 Sportz,400000,10,25000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Indica Vista Terra 1.4 TDI,93000,15,70000,Tata,Diesel,Manual,Second Owner,1,2,0
Hyundai i20 Active S Petrol,560000,8,68523,Hyundai,Petrol,Manual,First Owner,2,0,0
Hyundai EON 1.0 Era Plus,400000,5,5000,Hyundai,Petrol,Manual,First Owner,2,0,0
Tata Tigor 1.2 Revotron XT,459999,6,40000,Tata,Petrol,Manual,First Owner,2,0,0
Hyundai Xcent 1.2 CRDi E,450000,7,43000,Hyundai,Diesel,Manual,First Owner,0,1,0
Maruti Alto Green LXi (CNG),88000,14,80251,Maruti,CNG,Manual,Second Owner,0,11,0
