car_age,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,brand_encoded,selling_price,log_price
16,70000,4,1,0,1,18,120000,11.695247021764184
15,70000,4,1,0,2,18,180000,12.100712129872347
8,20000,1,1,0,0,17,430000,12.971540487669746
12,35000,4,1,0,1,25,75000,11.225243392518447
7,80000,1,1,0,0,17,750000,13.527828485512494
13,40000,4,1,0,0,25,60000,11.002099841204238
9,46412,1,1,0,0,26,1500000,14.22097566607244
13,150000,1,1,0,3,17,390000,12.873902018105829
8,50000,1,1,0,0,17,630000,13.353475098367715
6,15000,1,1,0,0,25,1085000,13.897090544956697
12,60000,4,1,0,1,10,190000,12.154779351142624
6,25000,4,1,1,0,18,550000,13.217673557208654
12,90000,4,1,0,2,18,200000,12.206072645530174
13,60000,4,1,0,0,3,165000,12.013700752882718
11,65000,1,1,0,0,8,260000,12.468436909997665
13,40000,4,1,0,0,18,151000,11.925035115797062
6,50000,1,1,0,0,18,780000,13.567049198665774
12,80000,1,1,0,2,25,175000,12.072541252905651
14,107500,1,0,0,0,25,170000,12.043553716032399
11,135000,1,0,0,1,25,210000,12.254862809699606
17,43826,4,0,0,1,18,90000,11.407564949312402
8,55838,4,0,0,0,10,535000,13.190022025878143
17,112880,1,0,0,0,18,195000,12.180754837545884
13,90000,1,1,0,2,25,140000,11.84939770159144
12,40000,4,1,0,0,21,350000,12.765688433465597
11,66000,4,1,0,0,10,425000,12.959844447906553
7,30300,4,1,0,0,23,300000,12.611537753638338
11,85000,1,1,0,1,27,340000,12.736700896592344
15,80659,4,0,0,0,18,250000,12.429216196844383
16,81324,4,0,0,0,3,170000,12.043553716032399
11,127884,1,0,0,0,9,315000,12.66032791780777
9,50000,4,1,0,0,3,200000,12.206072645530174
8,25000,4,1,0,0,3,300000,12.611537753638338
9,66755,1,0,0,0,9,300000,12.611537753638338
11,123084,4,0,0,0,9,380000,12.84792653170257
15,806599,4,0,0,0,18,250000,12.429216196844383
11,95851,1,0,0,0,9,310000,12.644327576461329
14,50000,4,1,0,0,18,260000,12.468436909997665
16,50000,4,1,0,1,18,150000,11.918390573078392
18,60000,4,1,0,1,18,85000,11.350406535472453
9,15000,4,1,0,1,18,280000,12.542544882151386
8,40000,1,1,0,0,17,850000,13.652991628466498
7,20000,4,1,0,1,5,375000,12.834681304952548
18,120000,1,1,0,2,10,125000,11.736069016284437
12,110000,1,1,0,0,3,250000,12.429216196844383
10,234000,1,1,0,0,26,715000,13.480037821676145
13,70000,1,1,0,0,10,220000,12.301382825334498
14,110000,1,1,0,1,25,110000,11.608235644774552
17,84000,4,1,0,1,10,150000,11.918390573078392
12,170000,1,1,0,0,21,300000,12.611537753638338
7,40000,4,1,0,0,5,220000,12.301382825334498
18,96000,4,1,0,1,18,75000,11.225243392518447
15,20000,1,1,0,0,25,100000,11.512925464970229
8,15000,4,1,0,0,8,380000,12.84792653170257
17,50000,4,1,0,0,10,100000,11.512925464970229
14,80000,4,1,0,1,27,480000,13.081541382884074
12,124000,1,1,0,0,26,300000,12.611537753638338
11,70000,1,1,0,0,3,190000,12.154779351142624
12,130000,1,1,0,1,8,190000,12.154779351142624
7,19014,4,0,0,0,8,650000,13.38472764187182
15,23262,4,0,0,0,26,300000,12.611537753638338
8,29600,1,0,0,0,8,700000,13.458835614025542
9,35925,4,0,0,0,10,310000,12.644327576461329
6,12000,4,1,0,0,18,500000,13.122363377404328
11,40771,4,0,0,0,26,415000,12.936033799212835
9,30500,4,0,1,1,18,395000,12.886641043883259
10,42000,4,0,0,1,26,430000,12.971540487669746
17,55800,4,0,0,1,26,215000,12.2783933071098
10,66569,1,0,0,0,23,550000,13.217673557208654
10,81358,1,0,0,0,27,415000,12.936033799212835
9,82695,1,0,0,0,27,450000,13.017002861746503
10,68293,1,0,0,1,8,285000,12.560244459250788
8,32000,4,0,1,0,9,580000,13.270783382522602
10,190621,1,0,0,0,18,300000,12.611537753638338
6,60000,1,1,0,0,10,1200000,13.997832114758229
18,64700,4,1,0,0,18,78000,11.26446410567173
8,88470,1,1,0,0,25,400000,12.89921982609012
8,75000,1,1,0,0,10,850000,13.652991628466498
11,120000,1,1,0,1,27,450000,13.017002861746503
12,35000,1,1,1,0,19,2500000,14.73180128983843
7,70000,1,1,0,0,26,780000,13.567049198665774
7,57000,1,1,1,0,26,3200000,14.978661367769956
4,1000,4,1,0,0,18,350000,12.765688433465597
11,120000,1,1,0,1,17,285000,12.560244459250788
9,98000,1,0,0,0,27,525000,13.17115354157376
10,90000,1,0,0,1,18,550000,13.217673557208654
6,70000,1,1,0,0,27,580000,13.270783382522602
11,25000,4,1,0,2,25,75000,11.225243392518447
15,60000,1,1,0,2,25,185000,12.128111104060462
17,90000,4,1,0,3,18,110000,11.608235644774552
20,200000,4,1,0,1,9,180000,12.100712129872347
14,110000,1,1,0,1,27,350000,12.765688433465597
19,126000,4,1,0,1,3,60000,11.002099841204238
6,70000,1,1,0,0,17,695000,13.45166712454693
5,5000,1,1,1,0,17,2700000,14.808762330974558
17,74183,4,1,0,1,18,135000,11.813030057420567
9,70000,1,1,0,1,17,640000,13.369223455335854
10,90000,4,1,0,0,18,160000,11.982929094215963
20,46000,4,1,0,1,25,80000,11.289781913656018
11,110000,1,1,0,1,18,340000,12.736700896592344
12,80000,1,1,0,1,18,110000,11.608235644774552
11,90000,1,1,0,1,25,250000,12.429216196844383
7,70000,1,1,0,0,26,1300000,14.077874822431765
10,1,1,1,0,1,17,250000,12.429216196844383
15,192000,1,1,0,0,26,450000,13.017002861746503
11,70000,4,1,0,3,18,240000,12.388394202324129
17,120000,1,1,0,1,17,225000,12.323855681186558
9,60000,4,1,0,1,18,275000,12.524526376648708
12,120000,1,1,0,1,25,320000,12.676076274775909
16,120000,4,1,0,0,18,75000,11.225243392518447
17,50000,4,1,0,1,25,85000,11.350406535472453
15,120000,1,1,0,0,25,90000,11.407564949312402
17,80000,4,1,0,1,18,85000,11.350406535472453
16,80000,1,1,0,1,17,350000,12.765688433465597
15,100000,1,1,1,1,24,355000,12.779873068457553
4,1500,4,1,0,0,18,619000,13.335860551666734
6,50000,1,1,0,0,13,1700000,14.346138809026444
18,100000,1,1,0,1,25,55000,10.915088464214607
18,83411,4,1,0,0,8,95000,11.461632170582678
13,120000,1,1,0,1,27,300000,12.611537753638338
18,83411,4,1,0,0,8,81000,11.302204433654575
9,80000,1,1,1,1,24,1000000,13.815510557964274
5,50000,1,1,0,0,18,925000,13.737549016494562
9,40000,1,1,0,0,17,450000,13.017002861746503
10,13270,1,1,0,0,17,600000,13.304684934198283
18,100000,4,1,1,2,10,85000,11.350406535472453
8,50000,1,1,0,0,17,700000,13.458835614025542
7,26500,4,1,0,0,10,486000,13.093963902882631
11,90000,1,1,0,0,18,400000,12.89921982609012
16,100000,4,1,0,2,8,120000,11.695247021764184
6,35000,4,1,0,0,18,275000,12.524526376648708
8,57000,1,1,0,0,10,580000,13.270783382522602
9,70000,4,1,0,0,18,375000,12.834681304952548
9,100000,4,1,0,2,18,229999,12.345830240069793
14,88000,4,1,0,1,18,110000,11.608235644774552
7,60000,1,1,0,0,18,600000,13.304684934198283
15,76000,4,1,0,1,18,120000,11.695247021764184
14,100000,1,1,0,1,8,200000,12.206072645530174
12,110000,1,1,0,1,10,450000,13.017002861746503
12,80000,1,1,0,1,10,550000,13.217673557208654
12,80000,4,1,0,1,18,220000,12.301382825334498
23,30000,4,1,0,0,18,40000,10.596634733096073
7,20000,4,1,1,0,23,300000,12.611537753638338
6,40000,1,1,0,0,17,630000,13.353475098367715
7,40000,1,1,0,1,18,610000,13.321214236149494
5,7000,4,1,0,1,10,660000,13.399995114002609
12,80000,3,1,0,1,18,220000,12.301382825334498
13,90000,1,1,0,1,21,138000,11.835008964139341
11,13770,1,1,0,0,21,210000,12.254862809699606
19,34000,4,0,0,0,18,125000,11.736069016284437
16,102000,4,0,0,0,18,125000,11.736069016284437
10,110000,1,1,0,0,9,725000,13.493926933836812
13,90000,4,1,0,1,18,170000,12.043553716032399
9,70000,1,1,0,2,26,1200000,13.997832114758229
21,90000,4,1,0,1,18,70000,11.156250521031495
17,70000,4,1,0,1,18,100000,11.512925464970229
18,80000,4,1,0,1,9,300000,12.611537753638338
11,100000,1,1,0,1,18,450000,13.017002861746503
9,100000,1,1,0,0,18,530000,13.180632285528304
17,143000,4,1,0,2,18,100000,11.512925464970229
14,115000,4,1,0,1,9,350000,12.765688433465597
13,100000,1,1,0,1,25,165000,12.013700752882718
5,120000,1,1,0,1,18,475000,13.071070083016778
11,42000,1,1,0,0,17,350000,12.765688433465597
8,38000,4,1,0,0,23,229999,12.345830240069793
6,35000,1,1,0,0,9,800000,13.592367006650065
10,120000,1,1,0,1,18,475000,13.071070083016778
10,136906,1,1,0,0,21,425000,12.959844447906553
9,97000,1,1,0,1,18,660000,13.399995114002609
5,10000,4,1,1,0,9,610000,13.321214236149494
11,50000,4,1,0,2,9,240000,12.388394202324129
19,60000,4,1,0,1,18,70000,11.156250521031495
13,120000,1,1,0,0,26,550000,13.217673557208654
14,120000,4,1,0,1,25,100000,11.512925464970229
14,90000,1,1,0,1,17,350000,12.765688433465597
11,120000,4,1,0,0,10,200000,12.206072645530174
5,3000,4,1,1,0,10,720000,13.487006490992238
10,133000,1,1,0,0,18,350000,12.765688433465597
8,25000,4,1,0,0,18,400000,12.89921982609012
7,35000,4,1,0,0,10,570000,13.253391639810733
9,70000,4,1,0,0,18,130000,11.77528972943772
8,52000,4,1,0,0,18,210000,12.254862809699606
6,52000,1,1,0,0,10,800000,13.592367006650065
7,39000,1,1,0,0,9,700000,13.458835614025542
13,28689,1,1,0,0,25,200000,12.206072645530174
10,90000,1,1,0,1,25,495000,13.112313041550827
10,80322,1,0,0,0,8,325000,12.691580461311874
5,8000,4,1,0,0,8,650000,13.38472764187182
24,50000,1,1,0,1,17,155000,11.951180395901384
17,90000,4,1,0,1,18,75000,11.225243392518447
9,61658,1,0,0,0,10,350000,12.765688433465597
14,50000,4,1,0,2,18,90000,11.407564949312402
8,80000,1,1,0,0,18,600000,13.304684934198283
14,185000,1,1,0,0,17,400000,12.89921982609012
10,57000,1,1,0,1,18,370000,12.821258284620408
24,60000,4,1,0,0,18,50000,10.819778284410283
20,120000,4,1,0,1,9,125000,11.736069016284437
6,26000,1,1,1,0,9,1800000,14.403297222866392
5,20000,4,1,1,0,10,650000,13.38472764187182
7,30600,4,1,1,0,18,800000,13.592367006650065
4,5000,4,1,0,0,27,802000,13.594863886848652
9,35000,1,1,1,2,1,2300000,14.648419680899378
8,35000,1,1,0,0,10,430000,12.971540487669746
7,23000,4,1,0,0,10,650000,13.38472764187182
20,120000,1,1,0,0,17,170000,12.043553716032399
13,235000,1,1,1,0,24,450000,13.017002861746503
11,87000,4,1,0,0,18,250000,12.429216196844383
10,72000,4,1,0,1,8,550000,13.217673557208654
11,64000,1,1,1,1,12,2000000,14.508657738524219
17,100000,4,1,0,1,18,140000,11.84939770159144
12,12000,4,1,0,0,3,155000,11.951180395901384
14,67000,4,1,0,2,10,120000,11.695247021764184
12,70000,1,1,0,0,26,287000,12.567237494741757
8,60000,1,1,0,0,18,675000,13.422467969854667
13,74500,4,1,0,1,10,235000,12.367340793126296
13,118700,1,1,0,1,10,300000,12.611537753638338
9,40000,4,1,1,1,21,434999,12.983099011217604
20,223660,1,1,1,2,17,225000,12.323855681186558
18,140000,4,1,0,1,26,160000,11.982929094215963
4,5000,4,1,0,0,10,600000,13.304684934198283
8,100000,1,1,0,1,3,470000,13.060487973686241
13,100000,4,1,0,1,18,300000,12.611537753638338
6,2000,4,1,0,0,18,600000,13.304684934198283
4,4000,4,1,1,0,10,640000,13.369223455335854
18,120000,1,1,0,3,25,50000,10.819778284410283
9,35000,4,1,0,0,10,600000,13.304684934198283
10,29000,3,1,0,0,10,290000,12.577636201962656
9,30000,4,1,0,0,10,600000,13.304684934198283
12,120000,1,1,0,0,25,190000,12.154779351142624
16,110000,4,1,0,2,10,160000,11.982929094215963
7,15000,4,1,0,0,18,325000,12.691580461311874
18,73756,1,1,0,0,17,200000,12.206072645530174
6,40000,1,1,1,0,26,2800000,14.845129975145433
13,60000,4,1,0,2,3,125000,11.736069016284437
16,60000,4,1,0,3,10,155000,11.951180395901384
9,90000,1,1,0,0,10,550000,13.217673557208654
15,70000,4,1,0,3,18,130000,11.77528972943772
22,70000,4,1,0,1,18,80000,11.289781913656018
9,80000,1,1,0,1,26,500000,13.122363377404328
5,27000,4,1,0,0,23,250000,12.429216196844383
12,70000,1,1,0,0,17,580000,13.270783382522602
22,50000,4,1,0,0,4,60000,11.002099841204238
12,185000,1,1,0,0,26,300000,12.611537753638338
10,90000,1,1,0,1,8,200000,12.206072645530174
7,16400,1,1,0,0,25,1200000,13.997832114758229
9,80000,1,1,0,1,26,350000,12.765688433465597
12,80000,1,1,0,1,17,600000,13.304684934198283
5,4000,4,1,0,0,9,650000,13.38472764187182
16,40000,4,1,0,0,18,120000,11.695247021764184
14,120000,1,1,0,1,25,180000,12.100712129872347
6,41395,4,1,1,0,10,950000,13.764217263576723
12,35000,1,1,0,1,25,250999,12.43320423404224
15,47000,1,0,1,1,1,1250000,14.038654109278484
11,50000,4,1,0,0,3,165000,12.013700752882718
9,48000,4,0,0,0,10,700000,13.458835614025542
9,53000,1,0,0,0,17,750000,13.527828485512494
6,15000,4,0,1,0,5,290000,12.577636201962656
10,7000,4,1,0,1,25,45000,10.714417768752456
11,88000,1,0,1,0,24,675000,13.422467969854667
9,55000,1,0,0,0,21,530000,13.180632285528304
10,48000,1,0,1,0,2,1485000,14.210925330218936
10,71014,1,0,0,0,3,325000,12.691580461311874
9,60000,1,0,0,0,9,400000,12.89921982609012
7,71000,1,0,0,0,17,380000,12.84792653170257
8,45000,4,0,1,0,9,750000,13.527828485512494
7,45000,4,0,0,0,9,390000,12.873902018105829
5,14000,1,0,0,0,16,1825000,14.417090544998729
5,17000,1,0,1,0,1,3256000,14.996010006104568
9,60000,1,0,0,0,23,370000,12.821258284620408
11,80000,1,1,0,1,3,210000,12.254862809699606
17,181000,1,1,0,3,24,175000,12.072541252905651
12,89550,1,1,0,1,10,575000,13.262125319779487
14,90000,1,1,0,2,17,320000,12.676076274775909
14,149500,1,1,0,2,18,280000,12.542544882151386
11,190000,1,1,0,1,23,500000,13.122363377404328
11,83000,1,0,0,0,8,380000,12.84792653170257
19,20000,4,1,0,1,18,120000,11.695247021764184
6,20000,4,1,0,0,18,395000,12.886641043883259
14,160000,1,1,0,0,24,360000,12.793859310432293
9,100000,1,1,0,0,21,451000,13.019222618484815
14,45000,4,1,0,1,3,175000,12.072541252905651
15,44800,4,1,0,1,3,170000,12.043553716032399
18,40000,4,1,0,1,10,100000,11.512925464970229
10,120000,4,1,0,2,18,150000,11.918390573078392
13,10000,1,1,0,1,25,149000,11.911701584927597
13,80000,1,1,0,1,25,160000,11.982929094215963
10,156000,1,1,0,0,17,800000,13.592367006650065
14,120000,1,1,0,1,26,819999,13.617058399727497
17,100000,4,1,0,1,18,163000,12.0015054797889
23,100000,1,1,0,1,19,350000,12.765688433465597
18,100000,4,1,0,1,25,75000,11.225243392518447
12,60000,4,1,0,1,18,180000,12.100712129872347
7,30000,1,1,0,0,8,675000,13.422467969854667
11,170000,1,1,0,0,18,400000,12.89921982609012
11,100000,1,1,0,1,27,434999,12.983099011217604
18,110000,4,1,0,1,25,100000,11.512925464970229
9,170000,1,1,0,1,18,419000,12.945626198904275
15,100000,4,1,0,0,25,200000,12.206072645530174
10,35000,1,1,0,0,23,400000,12.89921982609012
6,40000,1,1,0,1,8,790000,13.579788224443204
9,90000,1,1,0,1,23,500000,13.122363377404328
12,120000,1,1,0,1,24,275000,12.524526376648708
12,120000,1,1,0,1,10,450000,13.017002861746503
8,33000,4,0,0,0,18,360000,12.793859310432293
14,25000,4,1,0,0,18,210000,12.254862809699606
10,66000,4,0,0,0,18,220000,12.301382825334498
15,48000,4,1,0,0,3,250000,12.429216196844383
8,146000,1,0,0,0,26,990000,13.805460222110773
11,100000,1,1,0,3,17,220000,12.301382825334498
12,50000,1,1,1,1,12,1800000,14.403297222866392
10,50000,4,1,0,0,9,530000,13.180632285528304
8,50000,1,1,0,0,18,575000,13.262125319779487
12,99000,1,0,0,0,17,400000,12.89921982609012
8,50000,1,1,0,0,9,680000,13.42984807715229
10,80000,1,1,1,0,10,1000000,13.815510557964274
8,45000,4,1,0,1,18,260000,12.468436909997665
14,50000,4,1,0,1,25,150000,11.918390573078392
16,70000,4,1,0,2,18,180000,12.100712129872347
10,37516,1,1,0,0,7,346000,12.75419405403986
9,20000,1,1,0,0,17,450000,13.017002861746503
5,5000,4,1,0,0,10,500000,13.122363377404328
5,8000,1,1,0,0,10,700000,13.458835614025542
5,25880,4,1,0,0,18,280000,12.542544882151386
5,10000,4,1,1,0,10,475000,13.071070083016778
15,50000,1,1,0,0,18,300000,12.611537753638338
10,40000,4,1,0,0,18,200999,12.211055211904458
15,100000,1,1,0,2,24,200000,12.206072645530174
15,80000,4,1,0,1,3,210000,12.254862809699606
12,110000,1,1,0,0,25,160000,11.982929094215963
15,136000,1,1,0,1,10,175000,12.072541252905651
12,80000,1,1,0,0,25,320000,12.676076274775909
15,50000,4,1,0,1,18,110000,11.608235644774552
16,30000,4,1,0,0,18,300000,12.611537753638338
12,10000,4,1,0,0,9,700000,13.458835614025542
15,90000,1,1,0,3,25,135000,11.813030057420567
9,110000,1,1,0,0,17,500000,13.122363377404328
12,120000,1,1,0,1,17,550000,13.217673557208654
10,90000,1,1,0,2,26,1050000,13.864300722133706
8,20000,4,1,0,0,9,500000,13.122363377404328
13,90000,1,1,0,1,18,180000,12.100712129872347
14,50000,4,1,0,1,10,170000,12.043553716032399
5,9000,4,1,0,0,9,484999,13.091902108061824
13,70000,4,1,0,1,18,150000,11.918390573078392
6,25000,4,1,0,0,18,380000,12.84792653170257
5,10000,4,1,0,0,10,480000,13.081541382884074
13,60000,1,1,0,1,27,290000,12.577636201962656
11,70000,4,1,0,0,6,350000,12.765688433465597
10,25000,4,1,0,0,18,110000,11.608235644774552
21,80000,4,1,0,2,10,70000,11.156250521031495
13,70000,4,1,1,2,27,300000,12.611537753638338
7,60000,4,1,0,0,18,180000,12.100712129872347
4,20000,4,1,0,0,23,300000,12.611537753638338
7,60000,4,1,0,0,18,509000,13.14020329553266
8,80000,1,1,0,0,18,650000,13.38472764187182
9,70000,1,1,0,2,18,450000,13.017002861746503
25,2020,1,1,0,1,17,170000,12.043553716032399
17,100000,1,1,0,1,17,210000,12.254862809699606
11,80000,1,1,0,1,10,360000,12.793859310432293
13,120000,1,1,0,1,26,495000,13.112313041550827
18,100000,4,1,0,2,18,105000,11.56171562913966
14,60000,4,1,0,2,10,270000,12.506177237980511
14,110000,4,1,0,0,8,130000,11.77528972943772
10,90000,1,1,0,1,9,700000,13.458835614025542
12,40000,1,1,0,0,3,400000,12.89921982609012
15,60000,4,1,0,1,18,250000,12.429216196844383
11,94000,1,1,0,1,9,325000,12.691580461311874
16,100000,4,1,0,0,18,69000,11.141861783579396
6,25000,1,1,0,0,17,1380000,14.137594057133388
17,90000,4,1,0,0,18,90000,11.407564949312402
8,40000,1,1,0,0,17,1000000,13.815510557964274
14,90000,0,1,0,1,10,145000,11.884489021402711
4,1100,4,1,0,3,18,250000,12.429216196844383
13,70000,1,1,0,2,18,256000,12.4529327234617
19,120000,1,1,0,0,25,70000,11.156250521031495
24,88500,4,1,0,3,18,50000,10.819778284410283
8,70000,4,1,0,1,23,240000,12.388394202324129
14,128000,4,1,0,0,25,97000,11.48246625748552
12,120000,1,1,0,0,25,130000,11.77528972943772
15,52536,4,1,0,0,18,199000,12.201060103706629
18,70000,4,1,1,0,9,125000,11.736069016284437
9,60000,1,1,0,0,10,420000,12.948009990259552
8,110000,1,1,0,0,17,525000,13.17115354157376
16,85000,4,1,0,0,10,125000,11.736069016284437
14,135000,1,1,0,0,10,325000,12.691580461311874
12,86000,1,1,0,3,27,330000,12.706847933442663
14,50000,4,1,0,0,18,110000,11.608235644774552
5,1950,4,1,0,0,18,450000,13.017002861746503
19,118400,4,1,0,0,18,85000,11.350406535472453
17,70000,4,1,0,1,9,229999,12.345830240069793
12,60000,4,1,0,1,10,250000,12.429216196844383
9,68000,1,1,0,0,8,650000,13.38472764187182
7,6480,4,2,0,0,26,650000,13.38472764187182
7,32077,1,2,0,0,18,750000,13.527828485512494
6,19107,4,2,0,0,26,850000,13.652991628466498
7,18469,4,2,0,0,10,315000,12.66032791780777
9,28217,4,2,0,0,18,415000,12.936033799212835
8,72787,1,2,0,0,18,640000,13.369223455335854
7,31063,4,2,0,0,18,780000,13.567049198665774
7,79641,1,2,1,0,26,2595000,14.769097074582126
9,58692,1,2,0,0,10,850000,13.652991628466498
9,54784,1,2,0,0,10,900000,13.710150042306449
8,64156,4,2,0,0,26,1150000,13.955272500339433
17,54000,4,1,0,0,18,75000,11.225243392518447
12,97000,1,1,0,0,27,215000,12.2783933071098
15,120000,4,1,1,1,18,130000,11.77528972943772
5,16000,4,1,1,0,10,400000,12.89921982609012
5,60000,4,1,1,0,18,550000,13.217673557208654
8,52000,4,0,0,0,3,245000,12.409013489526863
14,110000,1,1,0,3,18,320000,12.676076274775909
8,60000,1,1,1,1,17,730000,13.500799813124575
19,100000,4,1,0,2,8,120000,11.695247021764184
7,35000,4,1,0,0,9,950000,13.764217263576723
7,48000,4,1,0,2,18,350000,12.765688433465597
19,20000,4,1,0,1,18,100000,11.512925464970229
7,30000,4,1,0,0,18,350000,12.765688433465597
19,40000,4,1,0,1,18,80000,11.289781913656018
11,60000,4,1,0,0,10,370000,12.821258284620408
12,70000,4,1,0,1,10,160000,11.982929094215963
15,120000,1,1,0,0,25,130000,11.77528972943772
8,30000,4,1,0,0,3,250000,12.429216196844383
12,80000,1,1,0,1,25,270000,12.506177237980511
5,9500,1,1,1,0,2,2600000,14.77102200299171
11,80000,4,1,0,0,10,160000,11.982929094215963
8,80000,4,1,0,0,10,229999,12.345830240069793
7,29000,1,1,0,0,17,750000,13.527828485512494
13,120000,1,1,0,0,3,195000,12.180754837545884
8,22000,4,1,0,0,5,270000,12.506177237980511
12,50000,4,1,0,0,24,300000,12.611537753638338
12,50000,1,1,0,0,3,200000,12.206072645530174
17,81366,4,1,0,0,18,120000,11.695247021764184
18,110000,4,1,0,0,18,95000,11.461632170582678
18,300000,1,1,0,0,26,229999,12.345830240069793
12,90000,1,1,0,0,23,300000,12.611537753638338
8,53000,4,1,0,1,23,200000,12.206072645530174
7,30000,4,1,0,0,18,250000,12.429216196844383
12,90000,4,1,0,1,18,368000,12.815838217151068
10,244000,1,1,0,0,26,650000,13.38472764187182
27,120000,1,1,0,2,17,150000,11.918390573078392
12,60000,3,1,0,0,18,180000,12.100712129872347
7,15000,4,1,0,0,10,525000,13.17115354157376
19,150000,1,1,0,1,8,350000,12.765688433465597
6,30000,1,1,0,1,17,850000,13.652991628466498
13,312000,1,1,0,2,27,350000,12.765688433465597
19,67000,4,1,0,0,18,160000,11.982929094215963
7,40000,1,1,0,0,18,500000,13.122363377404328
16,100000,4,1,0,0,10,130000,11.77528972943772
9,100000,1,1,0,1,25,350000,12.765688433465597
19,80000,4,1,0,0,18,70000,11.156250521031495
10,145000,1,1,0,1,26,750000,13.527828485512494
11,53000,1,1,0,0,9,450000,13.017002861746503
9,73000,1,1,0,2,18,430000,12.971540487669746
13,90000,1,1,0,2,18,260000,12.468436909997665
11,80000,1,1,0,2,18,370000,12.821258284620408
13,100000,0,1,0,0,3,229999,12.345830240069793
13,90000,1,1,0,2,8,140000,11.84939770159144
11,200000,1,1,0,0,26,700000,13.458835614025542
4,7300,4,1,0,0,10,545000,13.208541073645382
7,30000,4,1,0,0,5,200000,12.206072645530174
9,120000,1,1,0,0,25,500000,13.122363377404328
16,90000,4,1,0,1,18,70000,11.156250521031495
11,25000,1,1,0,2,17,580000,13.270783382522602
12,70000,0,1,0,1,18,160000,11.982929094215963
14,36000,4,1,0,0,18,160000,11.982929094215963
8,49000,1,1,0,0,18,760000,13.541073712262515
9,22000,4,1,0,0,10,300000,12.611537753638338
26,35000,3,1,0,1,18,50000,10.819778284410283
5,24000,1,1,0,0,17,800000,13.592367006650065
6,20000,1,1,0,0,18,680000,13.42984807715229
15,50000,3,1,0,1,18,85000,11.350406535472453
8,70000,1,1,0,0,26,1300000,14.077874822431765
8,60000,4,1,0,0,18,500000,13.122363377404328
9,35000,1,1,1,0,1,3500000,15.068273526459642
16,60000,4,1,0,0,10,145000,11.884489021402711
11,60000,1,1,0,0,17,300000,12.611537753638338
7,60000,1,1,0,1,18,600000,13.304684934198283
9,70000,4,1,0,1,18,400000,12.89921982609012
17,135000,4,1,0,1,10,130000,11.77528972943772
23,72539,4,1,0,1,18,45000,10.714417768752456
7,25000,4,1,0,0,18,641000,13.370784735902808
9,50000,1,1,0,0,18,650000,13.38472764187182
4,101,1,0,0,4,8,784000,13.572164299332545
4,101,4,0,0,4,8,635000,13.36138027787483
4,101,1,0,0,4,8,1000000,13.815510557964274
9,52328,1,0,0,0,8,495000,13.112313041550827
11,30000,4,1,0,0,10,324000,12.688498794774466
8,91505,1,0,1,0,8,2100000,14.557447902693651
6,35000,4,1,0,0,18,200000,12.206072645530174
9,60000,1,1,0,0,18,320000,12.676076274775909
9,20500,4,1,0,0,10,300000,12.611537753638338
11,200000,1,1,0,0,25,180000,12.100712129872347
16,154000,1,1,0,2,26,500000,13.122363377404328
13,120000,4,1,0,1,26,305000,12.628067055589549
15,50000,4,1,0,3,18,125000,11.736069016284437
9,135000,1,1,0,0,18,800000,13.592367006650065
15,100000,1,1,0,0,17,420000,12.948009990259552
7,40000,1,1,0,0,18,875000,13.681979165339751
10,70000,1,1,0,0,18,580000,13.270783382522602
13,133000,1,1,0,1,18,350000,12.765688433465597
20,110000,4,1,0,1,10,120000,11.695247021764184
11,180000,1,1,0,2,25,150000,11.918390573078392
11,120000,1,1,0,0,23,650000,13.38472764187182
14,80000,4,1,0,1,18,225000,12.323855681186558
10,15000,4,1,1,0,9,400000,12.89921982609012
19,70000,4,1,0,0,10,250000,12.429216196844383
16,41723,4,1,0,1,10,120000,11.695247021764184
14,70000,4,1,0,0,18,250000,12.429216196844383
12,20000,4,1,0,1,18,175000,12.072541252905651
6,26350,1,0,0,0,18,590000,13.287877815881902
9,68745,1,0,0,0,25,225000,12.323855681186558
8,47000,1,1,0,0,17,900000,13.710150042306449
7,27289,4,0,1,0,18,375000,12.834681304952548
8,24662,4,0,0,0,10,320000,12.676076274775909
11,37000,1,0,0,0,18,525000,13.17115354157376
10,28245,1,0,0,0,21,650000,13.38472764187182
7,27005,1,0,0,0,10,575000,13.262125319779487
10,39227,4,0,0,0,10,355000,12.779873068457553
8,31367,1,0,0,0,17,470000,13.060487973686241
16,35008,4,0,0,0,18,221000,12.30591798049989
15,27005,4,0,0,0,10,195000,12.180754837545884
20,100005,4,0,0,1,10,90000,11.407564949312402
11,45264,1,0,0,0,10,580000,13.270783382522602
10,39093,4,0,0,0,18,325000,12.691580461311874
11,45241,4,0,0,0,9,495000,13.112313041550827
10,12000,4,0,0,0,10,290000,12.577636201962656
6,2769,4,0,0,0,5,375000,12.834681304952548
13,43128,1,0,0,0,25,211000,12.259613412458204
20,50000,4,1,0,1,18,70000,11.156250521031495
14,60000,4,1,0,1,10,225000,12.323855681186558
10,70000,1,1,0,2,17,420000,12.948009990259552
9,22255,4,1,0,0,3,280000,12.542544882151386
11,59213,4,1,0,0,10,400000,12.89921982609012
9,55000,1,1,0,0,17,850000,13.652991628466498
13,80000,1,1,0,0,8,550000,13.217673557208654
6,40000,1,1,0,0,23,1000000,13.815510557964274
10,170000,1,1,0,0,17,350000,12.765688433465597
